k,precision_directed,precision_undirected
713,0.037868162692847124,0.03927068723702665
714,0.037815126050420166,0.0392156862745098
715,0.03776223776223776,0.039160839160839164
716,0.03770949720670391,0.03910614525139665
717,0.03765690376569038,0.03905160390516039
718,0.037604456824512536,0.03899721448467967
719,0.037552155771905425,0.03894297635605007
720,0.0375,0.03888888888888889
721,0.03744798890429958,0.038834951456310676
722,0.037396121883656507,0.038781163434903045
723,0.03734439834024896,0.03872752420470263
724,0.03729281767955801,0.03867403314917127
725,0.037241379310344824,0.038620689655172416
726,0.0371900826446281,0.03856749311294766
727,0.037138927097661624,0.03851444291609354
728,0.03708791208791209,0.038461538461538464
729,0.037037037037037035,0.038408779149519894
730,0.036986301369863014,0.038356164383561646
731,0.036935704514363885,0.038303693570451436
732,0.036885245901639344,0.03825136612021858
733,0.036834924965893585,0.03819918144611187
734,0.03678474114441417,0.03814713896457766
735,0.036734693877551024,0.0380952380952381
736,0.036684782608695655,0.03804347826086957
737,0.036635006784260515,0.037991858887381276
738,0.036585365853658534,0.037940379403794036
739,0.036535859269282815,0.037889039242219216
740,0.03648648648648649,0.03783783783783784
741,0.03643724696356275,0.037786774628879895
742,0.03638814016172507,0.03773584905660377
743,0.03633916554508748,0.03768506056527591
744,0.036290322580645164,0.03763440860215054
745,0.036241610738255034,0.03758389261744966
746,0.036193029490616625,0.03753351206434316
747,0.03614457831325301,0.03748326639892905
748,0.03609625668449198,0.0374331550802139
749,0.036048064085447265,0.037383177570093455
750,0.036,0.037333333333333336
751,0.03595206391478029,0.037283621837549935
752,0.03590425531914894,0.03723404255319149
753,0.035856573705179286,0.03718459495351926
754,0.03580901856763926,0.03713527851458886
755,0.03576158940397351,0.03708609271523179
756,0.03571428571428571,0.037037037037037035
757,0.035667107001321,0.036988110964332896
758,0.03562005277044855,0.036939313984168866
759,0.03557312252964427,0.03689064558629776
760,0.035526315789473684,0.03684210526315789
761,0.035479632063074903,0.03679369250985545
762,0.03543307086614173,0.03674540682414698
763,0.035386631716906945,0.03669724770642202
764,0.03534031413612566,0.03664921465968586
765,0.03529411764705882,0.036601307189542485
766,0.03524804177545692,0.03655352480417755
767,0.035202086049543675,0.03650586701434159
768,0.03515625,0.036458333333333336
769,0.035110533159947985,0.036410923276983094
770,0.03506493506493506,0.03636363636363636
771,0.03501945525291829,0.03631647211413749
772,0.034974093264248704,0.03626943005181347
773,0.03492884864165589,0.03622250970245795
774,0.03488372093023256,0.03617571059431524
775,0.03483870967741935,0.03612903225806452
776,0.03479381443298969,0.03608247422680412
777,0.03474903474903475,0.036036036036036036
778,0.03470437017994859,0.03598971722365039
779,0.03465982028241335,0.03594351732991014
780,0.03461538461538462,0.035897435897435895
781,0.034571062740076826,0.03585147247119078
782,0.034526854219948847,0.03580562659846547
783,0.034482758620689655,0.035759897828863345
784,0.03443877551020408,0.03571428571428571
785,0.034394904458598725,0.035668789808917196
786,0.03435114503816794,0.035623409669211195
787,0.03430749682337993,0.035578144853875476
788,0.03426395939086294,0.03553299492385787
789,0.034220532319391636,0.035487959442332066
790,0.03417721518987342,0.035443037974683546
791,0.03413400758533502,0.035398230088495575
792,0.03409090909090909,0.03535353535353535
793,0.034047919293820936,0.03530895334174023
794,0.03400503778337532,0.03526448362720403
795,0.033962264150943396,0.03522012578616352
796,0.03391959798994975,0.035175879396984924
797,0.033877038895859475,0.03513174404015056
798,0.03383458646616541,0.03508771929824561
799,0.03379224030037547,0.03504380475594493
800,0.03375,0.035
801,0.033707865168539325,0.03495630461922597
802,0.03366583541147132,0.034912718204488775
803,0.034869240348692404,0.0361145703611457
804,0.03482587064676617,0.036069651741293535
805,0.034782608695652174,0.03602484472049689
806,0.034739454094292806,0.03598014888337469
807,0.03469640644361834,0.03593556381660471
808,0.034653465346534656,0.03589108910891089
809,0.03584672435105068,0.037082818294190356
810,0.03580246913580247,0.037037037037037035
811,0.035758323057953144,0.036991368680641186
812,0.03571428571428571,0.03694581280788178
813,0.03567035670356704,0.03690036900369004
814,0.03562653562653563,0.036855036855036855
815,0.03558282208588957,0.03680981595092025
816,0.03676470588235294,0.03799019607843137
817,0.03671970624235006,0.037943696450428395
818,0.03667481662591687,0.037897310513447434
819,0.03663003663003663,0.03785103785103785
820,0.036585365853658534,0.03780487804878049
821,0.03654080389768575,0.037758830694275276
822,0.0364963503649635,0.037712895377128956
823,0.03645200486026731,0.03766707168894289
824,0.03640776699029126,0.03762135922330097
825,0.03636363636363636,0.037575757575757575
826,0.03631961259079903,0.03753026634382567
827,0.036275695284159616,0.037484885126964934
828,0.036231884057971016,0.03743961352657005
829,0.03618817852834741,0.03739445114595899
830,0.03614457831325301,0.03734939759036145
831,0.036101083032490974,0.03730445246690734
832,0.036057692307692304,0.037259615384615384
833,0.03601440576230492,0.03721488595438175
834,0.03597122302158273,0.03717026378896882
835,0.03592814371257485,0.037125748502994015
836,0.03588516746411483,0.03708133971291866
837,0.035842293906810034,0.037037037037037035
838,0.03579952267303103,0.03699284009546539
839,0.03575685339690107,0.03694874851013111
840,0.03571428571428571,0.036904761904761905
841,0.0356718192627824,0.036860879904875146
842,0.035629453681710214,0.03681710213776722
843,0.03558718861209965,0.036773428232502965
844,0.035545023696682464,0.03672985781990521
845,0.03550295857988166,0.036686390532544376
846,0.03546099290780142,0.03664302600472813
847,0.03541912632821724,0.03659976387249114
848,0.03537735849056604,0.036556603773584904
849,0.0353356890459364,0.03651354534746761
850,0.03529411764705882,0.036470588235294116
851,0.03525264394829612,0.036427732079905996
852,0.035211267605633804,0.036384976525821594
853,0.035169988276670575,0.03634232121922626
854,0.0351288056206089,0.03629976580796253
855,0.03508771929824561,0.03625730994152047
856,0.035046728971962614,0.036214953271028034
857,0.03500583430571762,0.03617269544924154
858,0.03496503496503497,0.03613053613053613
859,0.034924330616996506,0.03608847497089639
860,0.03488372093023256,0.03604651162790698
861,0.03484320557491289,0.036004645760743324
862,0.03480278422273782,0.03596287703016241
863,0.03476245654692932,0.03592120509849363
864,0.034722222222222224,0.03587962962962963
865,0.035838150289017344,0.03699421965317919
866,0.03579676674364896,0.03695150115473441
867,0.03575547866205306,0.03690888119953864
868,0.03571428571428571,0.03686635944700461
869,0.03567318757192175,0.03682393555811277
870,0.035632183908045977,0.0367816091954023
871,0.03559127439724455,0.03673938002296211
872,0.03555045871559633,0.03669724770642202
873,0.035509736540664374,0.03665521191294387
874,0.03546910755148741,0.036613272311212815
875,0.03542857142857143,0.036571428571428574
876,0.03538812785388128,0.0365296803652968
877,0.03534777651083238,0.036488027366020526
878,0.03530751708428246,0.03644646924829157
879,0.03526734926052332,0.03640500568828214
880,0.035227272727272725,0.03636363636363636
881,0.03518728717366629,0.036322360953461974
882,0.035147392290249435,0.036281179138321996
883,0.035107587768969425,0.0362400906002265
884,0.03506787330316742,0.03619909502262444
885,0.03502824858757062,0.03615819209039548
886,0.03611738148984198,0.03724604966139955
887,0.03720405862457723,0.038331454340473504
888,0.037162162162162164,0.038288288288288286
889,0.03712035995500562,0.03824521934758155
890,0.03707865168539326,0.038202247191011236
891,0.037037037037037035,0.038159371492704826
892,0.03699551569506727,0.03811659192825112
893,0.036954087346024636,0.03807390817469205
894,0.03691275167785235,0.03803131991051454
895,0.03687150837988827,0.03798882681564246
896,0.036830357142857144,0.03794642857142857
897,0.03678929765886288,0.0379041248606466
898,0.036748329621380846,0.0378619153674833
899,0.03670745272525028,0.03781979977753059
900,0.03666666666666667,0.03777777777777778
901,0.03662597114317425,0.03773584905660377
902,0.036585365853658534,0.037694013303769404
903,0.036544850498338874,0.03765227021040975
904,0.03650442477876106,0.03761061946902655
905,0.036464088397790057,0.03756906077348066
906,0.03642384105960265,0.037527593818984545
907,0.03638368246968027,0.037486218302094816
908,0.03634361233480176,0.037444933920704845
909,0.036303630363036306,0.0374037403740374
910,0.03626373626373627,0.03736263736263736
911,0.036223929747530186,0.03732162458836443
912,0.03618421052631579,0.03728070175438596
913,0.03614457831325301,0.03723986856516977
914,0.036105032822757115,0.037199124726477024
915,0.036065573770491806,0.03715846994535519
916,0.036026200873362446,0.03711790393013101
917,0.03598691384950927,0.03707742639040349
918,0.03594771241830065,0.037037037037037035
919,0.035908596300326445,0.036996735582154515
920,0.035869565217391305,0.03695652173913044
921,0.035830618892508145,0.03691639522258415
922,0.03579175704989154,0.0368763557483731
923,0.035752979414951244,0.03683640303358613
924,0.0367965367965368,0.03787878787878788
925,0.036756756756756756,0.03783783783783784
926,0.0367170626349892,0.03779697624190065
927,0.036677454153182305,0.037756202804746494
928,0.036637931034482756,0.03771551724137931
929,0.03659849300322928,0.03767491926803014
930,0.03655913978494624,0.03763440860215054
931,0.036519871106337275,0.03759398496240601
932,0.03648068669527897,0.03755364806866953
933,0.03644158628081458,0.03751339764201501
934,0.03640256959314775,0.03747323340471092
935,0.03636363636363636,0.0374331550802139
936,0.03632478632478633,0.03739316239316239
937,0.03628601921024546,0.03735325506937033
938,0.03624733475479744,0.03731343283582089
939,0.0362087326943557,0.03727369542066028
940,0.036170212765957444,0.03723404255319149
941,0.036131774707757705,0.03719447396386823
942,0.037154989384288746,0.03821656050955414
943,0.03711558854718982,0.03817603393425239
944,0.037076271186440676,0.038135593220338986
945,0.037037037037037035,0.0380952380952381
946,0.03699788583509514,0.03805496828752643
947,0.03695881731784583,0.03801478352692714
948,0.03691983122362869,0.0379746835443038
949,0.0368809272918862,0.037934668071654375
950,0.03684210526315789,0.037894736842105266
951,0.03680336487907466,0.03785488958990536
952,0.03676470588235294,0.037815126050420166
953,0.03672612801678909,0.03777544596012592
954,0.03668763102725367,0.03773584905660377
955,0.03664921465968586,0.03769633507853403
956,0.036610878661087864,0.03765690376569038
957,0.03657262277951933,0.03761755485893417
958,0.03653444676409186,0.037578288100208766
959,0.0364963503649635,0.03753910323253389
960,0.036458333333333336,0.0375
961,0.036420395421436005,0.037460978147762745
962,0.036382536382536385,0.037422037422037424
963,0.036344755970924195,0.037383177570093455
964,0.03630705394190872,0.03734439834024896
965,0.03626943005181347,0.03730569948186528
966,0.036231884057971016,0.037267080745341616
967,0.03619441571871768,0.03722854188210962
968,0.03615702479338843,0.0371900826446281
969,0.03611971104231166,0.03715170278637771
970,0.03608247422680412,0.03711340206185567
971,0.03604531410916581,0.037075180226570546
972,0.0360082304526749,0.037037037037037035
973,0.03597122302158273,0.03699897225077081
974,0.03593429158110883,0.03696098562628337
975,0.035897435897435895,0.036923076923076927
976,0.035860655737704916,0.036885245901639344
977,0.03582395087001024,0.0368474923234391
978,0.03578732106339468,0.03680981595092025
979,0.03575076608784474,0.03677221654749745
980,0.03571428571428571,0.036734693877551024
981,0.03567787971457696,0.03669724770642202
982,0.035641547861507125,0.03665987780040733
983,0.03560528992878942,0.03662258392675483
984,0.03556910569105691,0.036585365853658534
985,0.03553299492385787,0.03654822335025381
986,0.035496957403651115,0.036511156186612576
987,0.03546099290780142,0.0364741641337386
988,0.0354251012145749,0.03643724696356275
989,0.03538928210313448,0.03640040444893832
990,0.03535353535353535,0.03636363636363636
991,0.035317860746720484,0.03632694248234107
992,0.03528225806451613,0.036290322580645164
993,0.035246727089627394,0.03625377643504532
994,0.035211267605633804,0.03621730382293763
995,0.035175879396984924,0.036180904522613064
996,0.03614457831325301,0.03714859437751004
997,0.03610832497492478,0.037111334002006016
998,0.036072144288577156,0.03707414829659319
999,0.036036036036036036,0.037037037037037035
1000,0.036,0.037
1001,0.03596403596403597,0.03696303696303696
1002,0.03592814371257485,0.036926147704590816
1003,0.03589232303090728,0.036889332003988036
1004,0.035856573705179286,0.036852589641434265
1005,0.03582089552238806,0.03681592039800995
1006,0.03578528827037773,0.036779324055666
1007,0.03574975173783516,0.036742800397219465
1008,0.03571428571428571,0.03670634920634921
1009,0.035678889990089196,0.036669970267591674
1010,0.03564356435643564,0.03663366336633663
1011,0.03560830860534125,0.036597428288822946
1012,0.03557312252964427,0.036561264822134384
1013,0.035538005923000986,0.03652517275419546
1014,0.03550295857988166,0.03648915187376726
1015,0.035467980295566505,0.03645320197044335
1016,0.03543307086614173,0.03641732283464567
1017,0.035398230088495575,0.03638151425762045
1018,0.03536345776031434,0.036345776031434185
1019,0.03532875368007851,0.03631010794896958
1020,0.03529411764705882,0.03627450980392157
1021,0.03525954946131244,0.03623898139079334
1022,0.03522504892367906,0.036203522504892366
1023,0.03519061583577713,0.03616813294232649
1024,0.03515625,0.0361328125
1025,0.0351219512195122,0.03609756097560975
1026,0.03508771929824561,0.036062378167641324
1027,0.035053554040895815,0.03602726387536514
1028,0.03501945525291829,0.03599221789883268
1029,0.03498542274052478,0.03595724003887269
1030,0.03495145631067961,0.035922330097087375
1031,0.03491755577109602,0.03588748787584869
1032,0.03488372093023256,0.035852713178294575
1033,0.03484995159728945,0.03581800580832527
1034,0.03481624758220503,0.035783365570599614
1035,0.034782608695652174,0.035748792270531404
1036,0.03474903474903475,0.03571428571428571
1037,0.03471552555448409,0.03567984570877531
1038,0.03468208092485549,0.03564547206165703
1039,0.03464870067372473,0.0356111645813282
1040,0.03461538461538462,0.035576923076923075
1041,0.0345821325648415,0.03554274735830932
1042,0.0345489443378119,0.03550863723608445
1043,0.03451581975071908,0.03547459252157239
1044,0.034482758620689655,0.035440613026819924
1045,0.03444976076555024,0.0354066985645933
1046,0.03441682600382409,0.03537284894837476
1047,0.03533906399235912,0.03629417382999045
1048,0.035305343511450385,0.03625954198473282
1049,0.03527168732125834,0.03622497616777884
1050,0.035238095238095235,0.03619047619047619
1051,0.035204567078972404,0.03615604186489058
1052,0.03517110266159696,0.03612167300380228
1053,0.03513770180436847,0.03608736942070275
1054,0.03510436432637571,0.036053130929791274
1055,0.03601895734597156,0.03696682464454976
1056,0.03598484848484849,0.036931818181818184
1057,0.03595080416272469,0.036896877956480605
1058,0.035916824196597356,0.036862003780718335
1059,0.03588290840415486,0.036827195467422094
1060,0.035849056603773584,0.03679245283018868
1061,0.03581526861451461,0.036757775683317624
1062,0.035781544256120526,0.03672316384180791
1063,0.03574788334901223,0.036688617121354655
1064,0.03571428571428571,0.03665413533834586
1065,0.03568075117370892,0.036619718309859155
1066,0.03564727954971857,0.036585365853658534
1067,0.03561387066541706,0.03655107778819119
1068,0.035580524344569285,0.03651685393258427
1069,0.03554724041159962,0.03648269410664172
1070,0.03551401869158879,0.03644859813084112
1071,0.035480859010270774,0.036414565826330535
1072,0.03544776119402985,0.036380597014925374
1073,0.035414725069897485,0.036346691519105315
1074,0.035381750465549346,0.036312849162011177
1075,0.035348837209302326,0.03627906976744186
1076,0.03531598513011153,0.0362453531598513
1077,0.035283194057567316,0.036211699164345405
1078,0.03525046382189239,0.036178107606679034
1079,0.03521779425393883,0.03614457831325301
1080,0.03518518518518519,0.03611111111111111
1081,0.03515263644773358,0.036077705827937095
1082,0.03512014787430684,0.036044362292051754
1083,0.03508771929824561,0.036011080332409975
1084,0.03505535055350553,0.035977859778597784
1085,0.035023041474654376,0.035944700460829496
1086,0.034990791896869246,0.03591160220994475
1087,0.034958601655933765,0.035878564857405704
1088,0.034926470588235295,0.035845588235294115
1089,0.03489439853076217,0.03581267217630854
1090,0.03486238532110092,0.03577981651376147
1091,0.034830430797433545,0.035747021081576534
1092,0.0347985347985348,0.03571428571428571
1093,0.03476669716376944,0.035681610247026534
1094,0.03473491773308958,0.0356489945155393
1095,0.034703196347031964,0.03561643835616438
1096,0.03467153284671533,0.035583941605839414
1097,0.03463992707383774,0.03555150410209663
1098,0.03460837887067395,0.03551912568306011
1099,0.034576888080072796,0.03548680618744313
1100,0.034545454545454546,0.035454545454545454
1101,0.03451407811080836,0.035422343324250684
1102,0.034482758620689655,0.03539019963702359
1103,0.03445149592021759,0.03535811423390753
1104,0.034420289855072464,0.035326086956521736
1105,0.034389140271493215,0.03529411764705882
1106,0.034358047016274866,0.0352622061482821
1107,0.03432700993676603,0.03523035230352303
1108,0.03429602888086643,0.0351985559566787
1109,0.034265103697024346,0.0351668169522092
1110,0.03423423423423423,0.03513513513513514
1111,0.034203420342034205,0.0351035103510351
1112,0.0341726618705036,0.03507194244604316
1113,0.034141958670260555,0.03504043126684636
1114,0.03411131059245961,0.03500897666068223
1115,0.034080717488789235,0.03497757847533632
1116,0.034050179211469536,0.03494623655913978
1117,0.03401969561324977,0.03491495076096687
1118,0.03398926654740608,0.03488372093023256
1119,0.03395889186773905,0.03485254691689008
1120,0.033928571428571426,0.03482142857142857
1121,0.03389830508474576,0.03479036574487065
1122,0.0338680926916221,0.034759358288770054
1123,0.03383793410507569,0.034728406055209264
1124,0.033807829181494664,0.03469750889679715
1125,0.033777777777777775,0.034666666666666665
1126,0.03374777975133215,0.03463587921847247
1127,0.03371783496007098,0.03460514640638864
1128,0.03368794326241135,0.034574468085106384
1129,0.03365810451727192,0.03454384410983171
1130,0.033628318584070796,0.034513274336283185
1131,0.03359858532272325,0.034482758620689655
1132,0.03356890459363958,0.03445229681978799
1133,0.03353927625772286,0.03442188879082083
1134,0.03350970017636684,0.03439153439153439
1135,0.033480176211453744,0.03436123348017621
1136,0.03345070422535211,0.03433098591549296
1137,0.03342128408091469,0.03430079155672823
1138,0.033391915641476276,0.03427065026362039
1139,0.033362598770851626,0.03424056189640035
1140,0.03333333333333333,0.034210526315789476
1141,0.033304119193689745,0.03418054338299737
1142,0.03327495621716287,0.03415061295971979
1143,0.033245844269466314,0.03412073490813648
1144,0.033216783216783216,0.03409090909090909
1145,0.03318777292576419,0.03406113537117904
1146,0.03315881326352531,0.034031413612565446
1147,0.03312990409764603,0.03400174367916303
1148,0.033101045296167246,0.03397212543554007
1149,0.03307223672758921,0.033942558746736295
1150,0.03304347826086956,0.03391304347826087
1151,0.03301476976542137,0.03388357949609035
1152,0.03298611111111111,0.033854166666666664
1153,0.03295750216825672,0.033824804856895055
1154,0.03292894280762565,0.033795493934142114
1155,0.0329004329004329,0.033766233766233764
1156,0.0328719723183391,0.03373702422145329
1157,0.032843560933448576,0.033707865168539325
1158,0.03281519861830743,0.03367875647668394
1159,0.03278688524590164,0.03364969801553063
1160,0.032758620689655175,0.03362068965517241
1161,0.03273040482342808,0.03359173126614987
1162,0.03270223752151463,0.03356282271944923
1163,0.03267411865864144,0.03353396388650043
1164,0.03264604810996564,0.03350515463917526
1165,0.03261802575107296,0.03347639484978541
1166,0.032590051457975985,0.03344768439108062
1167,0.032562125107112254,0.033419023136246784
1168,0.032534246575342464,0.03339041095890411
1169,0.032506415739948676,0.033361847733105215
1170,0.03247863247863248,0.03333333333333333
1171,0.032450896669513236,0.033304867634500426
1172,0.032423208191126277,0.033276450511945395
1173,0.03239556692242114,0.03324808184143223
1174,0.03236797274275979,0.03321976149914821
1175,0.03234042553191489,0.033191489361702124
1176,0.03231292517006803,0.03316326530612245
1177,0.03228547153780799,0.03313508920985556
1178,0.03225806451612903,0.03310696095076401
1179,0.032230703986429174,0.03307888040712468
1180,0.03305084745762712,0.03389830508474576
1181,0.03302286198137172,0.03386960203217612
1182,0.03299492385786802,0.0338409475465313
1183,0.03296703296703297,0.0338123415046492
1184,0.032939189189189186,0.033783783783783786
1185,0.03291139240506329,0.03375527426160337
1186,0.03288364249578415,0.03372681281618887
1187,0.03285593934288121,0.03369839932603201
1188,0.03282828282828283,0.03367003367003367
1189,0.03280067283431455,0.0336417157275021
1190,0.03277310924369748,0.03361344537815126
1191,0.0327455919395466,0.033585222502099076
1192,0.03271812080536913,0.03355704697986577
1193,0.03269069572506287,0.03352891869237217
1194,0.032663316582914576,0.03350083752093802
1195,0.032635983263598324,0.03347280334728033
1196,0.03260869565217391,0.033444816053511704
1197,0.03258145363408521,0.03341687552213868
1198,0.0325542570951586,0.0333889816360601
1199,0.03252710592160134,0.03336113427856547
1200,0.0325,0.03333333333333333
1201,0.0324729392173189,0.03330557868442964
1202,0.0324459234608985,0.033277870216306155
1203,0.032418952618453865,0.03325020781379884
1204,0.03322259136212625,0.0340531561461794
1205,0.03319502074688797,0.03402489626556016
1206,0.03316749585406302,0.03399668325041459
1207,0.033140016570008285,0.03396851698425849
1208,0.033112582781456956,0.03394039735099338
1209,0.033085194375516956,0.03391232423490488
1210,0.03305785123966942,0.033884297520661154
1211,0.03303055326176713,0.033856317093311314
1212,0.033003300330033,0.03382838283828383
1213,0.03297609233305853,0.033800494641384994
1214,0.032948929159802305,0.03377265238879736
1215,0.03292181069958848,0.03374485596707819
1216,0.03289473684210526,0.033717105263157895
1217,0.03286770747740345,0.03368940016433854
1218,0.03366174055829228,0.034482758620689655
1219,0.033634126333059886,0.034454470877768664
1220,0.03360655737704918,0.03442622950819672
1221,0.03357903357903358,0.0343980343980344
1222,0.03355155482815057,0.03436988543371522
1223,0.033524121013900246,0.03434178250204415
1224,0.03349673202614379,0.03431372549019608
1225,0.03346938775510204,0.03428571428571429
1226,0.03425774877650897,0.03507340946166395
1227,0.034229828850855744,0.03504482477587612
1228,0.03420195439739414,0.03501628664495114
1229,0.03417412530512612,0.03498779495524817
1230,0.03414634146341464,0.034959349593495934
1231,0.03411860276198213,0.034930950446791224
1232,0.03409090909090909,0.0349025974025974
1233,0.0340632603406326,0.034874290348742905
1234,0.03403565640194489,0.03484602917341977
1235,0.0340080971659919,0.034817813765182185
1236,0.03398058252427184,0.03478964401294499
1237,0.03395311236863379,0.034761519805982216
1238,0.033925686591276254,0.034733441033925685
1239,0.03389830508474576,0.03470540758676352
1240,0.03387096774193549,0.03467741935483871
1241,0.03384367445608381,0.0346494762288477
1242,0.033816425120772944,0.03462157809983897
1243,0.03378921962992759,0.03459372485921158
1244,0.03376205787781351,0.03456591639871383
1245,0.033734939759036145,0.03453815261044177
1246,0.033707865168539325,0.03451043338683788
1247,0.03368083400160385,0.034482758620689655
1248,0.03365384615384615,0.03445512820512821
1249,0.03362690152121697,0.0344275420336269
1250,0.0336,0.0344
1251,0.03357314148681055,0.03437250199840128
1252,0.03354632587859425,0.034345047923322686
1253,0.0335195530726257,0.034317637669592976
1254,0.03349282296650718,0.0342902711323764
1255,0.03346613545816733,0.034262948207171316
1256,0.03343949044585987,0.03423566878980892
1257,0.03341288782816229,0.03420843277645187
1258,0.033386327503974564,0.03418124006359301
1259,0.03335980937251787,0.03415409054805401
1260,0.03333333333333333,0.034126984126984124
1261,0.03330689928628073,0.03409992069785884
1262,0.03328050713153724,0.03407290015847861
1263,0.0332541567695962,0.034045922406967535
1264,0.03322784810126582,0.03401898734177215
1265,0.03320158102766799,0.03399209486166008
1266,0.03317535545023697,0.0339652448657188
1267,0.03314917127071823,0.03393843725335438
1268,0.033123028391167195,0.03391167192429022
1269,0.03309692671394799,0.0338849487785658
1270,0.03307086614173228,0.03385826771653543
1271,0.03304484657749803,0.03383162863886703
1272,0.0330188679245283,0.03380503144654088
1273,0.032992930086410056,0.03377847604084839
1274,0.03296703296703297,0.033751962323390894
1275,0.03294117647058824,0.03372549019607843
1276,0.032915360501567396,0.03369905956112853
1277,0.03288958496476116,0.033672670321064996
1278,0.03286384976525822,0.033646322378716745
1279,0.0328381548084441,0.033620015637216574
1280,0.0328125,0.03359375
1281,0.03278688524590164,0.03356752537080406
1282,0.0327613104524181,0.033541341653666144
1283,0.03273577552611068,0.03351519875292284
1284,0.03271028037383177,0.03348909657320872
1285,0.03268482490272374,0.03346303501945525
1286,0.03265940902021773,0.03343701399688958
1287,0.03263403263403263,0.03341103341103341
1288,0.03260869565217391,0.033385093167701864
1289,0.032583397982932506,0.03335919317300233
1290,0.03255813953488372,0.03333333333333333
1291,0.032532920216886134,0.033307513555383424
1292,0.032507739938080496,0.033281733746130034
1293,0.03248259860788863,0.033255993812838364
1294,0.03245749613601236,0.03323029366306028
1295,0.032432432432432434,0.033204633204633204
1296,0.032407407407407406,0.033179012345679014
1297,0.03238242097147263,0.03315343099460293
1298,0.032357473035439135,0.03312788906009245
1299,0.03233256351039261,0.033102386451116246
1300,0.03230769230769231,0.03307692307692308
1301,0.03228285933897002,0.033051498847040735
1302,0.03225806451612903,0.03302611367127496
1303,0.03223330775134305,0.03300076745970836
1304,0.032208588957055216,0.032975460122699383
1305,0.03218390804597701,0.03295019157088123
1306,0.03215926493108729,0.032924961715160794
1307,0.032134659525631215,0.03289977046671767
1308,0.03211009174311927,0.03287461773700306
1309,0.03208556149732621,0.03284950343773873
1310,0.03206106870229008,0.03282442748091603
1311,0.032036613272311214,0.03279938977879481
1312,0.03201219512195122,0.03277439024390244
1313,0.03198781416603199,0.03274942878903275
1314,0.0319634703196347,0.03272450532724505
1315,0.03193916349809886,0.03269961977186312
1316,0.031914893617021274,0.03267477203647416
1317,0.03189066059225513,0.032649962034927864
1318,0.03186646433990895,0.032625189681335355
1319,0.03184230477634572,0.032600454890068235
1320,0.031818181818181815,0.03257575757575758
1321,0.03179409538228615,0.03255109765329296
1322,0.03177004538577912,0.03252647503782148
1323,0.031746031746031744,0.03250188964474679
1324,0.03172205438066465,0.0324773413897281
1325,0.03169811320754717,0.03245283018867925
1326,0.03167420814479638,0.032428355957767725
1327,0.031650339110776186,0.03240391861341371
1328,0.03162650602409638,0.03237951807228916
1329,0.03160270880361174,0.03235515425131678
1330,0.031578947368421054,0.032330827067669175
1331,0.03155522163786627,0.032306536438767845
1332,0.03153153153153153,0.03228228228228228
1333,0.03150787696924231,0.03225806451612903
1334,0.031484257871064465,0.03223388305847077
1335,0.03146067415730337,0.03220973782771536
1336,0.03143712574850299,0.03218562874251497
1337,0.031413612565445025,0.03216155572176515
1338,0.03139013452914798,0.032137518684603884
1339,0.03136669156086632,0.03211351755041075
1340,0.03134328358208955,0.03208955223880597
1341,0.03131991051454139,0.03206562266964952
1342,0.03129657228017884,0.03204172876304024
1343,0.03127326880119136,0.03201787043931496
1344,0.03125,0.031994047619047616
1345,0.031226765799256505,0.03197026022304833
1346,0.031203566121842496,0.03194650817236255
1347,0.031180400890868598,0.03192279138827023
1348,0.03115727002967359,0.031899109792284865
1349,0.031134173461823574,0.03187546330615271
1350,0.03111111111111111,0.03185185185185185
1351,0.031088082901554404,0.03182827535159141
1352,0.03106508875739645,0.031804733727810654
1353,0.031042128603104215,0.031781226903178125
1354,0.0310192023633678,0.03175775480059084
1355,0.03099630996309963,0.03173431734317343
1356,0.030973451327433628,0.03171091445427729
1357,0.030950626381724394,0.03168754605747973
1358,0.030927835051546393,0.03166421207658321
1359,0.03090507726269316,0.03164091243561442
1360,0.030882352941176472,0.03161764705882353
1361,0.03085966201322557,0.03159441587068332
1362,0.030837004405286344,0.0315712187958884
1363,0.030814380044020543,0.03154805575935436
1364,0.030791788856304986,0.03152492668621701
1365,0.03076923076923077,0.0315018315018315
1366,0.03074670571010249,0.0314787701317716
1367,0.030724213606437453,0.03145574250182882
1368,0.03070175438596491,0.031432748538011694
1369,0.030679327976625273,0.031409788166544925
1370,0.030656934306569343,0.031386861313868614
1371,0.030634573304157548,0.031363967906637494
1372,0.030612244897959183,0.03134110787172012
1373,0.03058994901675164,0.031318281136198105
1374,0.03056768558951965,0.03129548762736536
1375,0.030545454545454546,0.03127272727272727
1376,0.030523255813953487,0.03125
1377,0.030501089324618737,0.03122730573710966
1378,0.030478955007256895,0.031204644412191583
1379,0.030456852791878174,0.03118201595358956
1380,0.030434782608695653,0.031159420289855074
1381,0.03041274438812455,0.031136857349746562
1382,0.030390738060781478,0.031114327062228653
1383,0.03036876355748373,0.03109182935647144
1384,0.030346820809248554,0.03106936416184971
1385,0.03032490974729242,0.03104693140794224
1386,0.030303030303030304,0.031024531024531024
1387,0.03028118240807498,0.031002162941600575
1388,0.03025936599423631,0.030979827089337175
1389,0.03023758099352052,0.03095752339812815
1390,0.030215827338129497,0.03093525179856115
1391,0.0301941049604601,0.030913012221423435
1392,0.03017241379310345,0.03089080459770115
1393,0.03015075376884422,0.030868628858578606
1394,0.03012912482065997,0.03084648493543759
